não. eles só podem dar um bilhete se virem isso acontecer.;Então, o que fazemos?
Então, o que fazemos?;nós não fazemos nada.
nós não fazemos nada.;talvez devêssemos buzinar da próxima vez.
talvez devêssemos buzinar da próxima vez.;o motorista vai apenas buzinar de volta para nós.
meu carro está sujo.;por que você não lava?
por que você não lava?;é isso que eu vou fazer.
é isso que eu vou fazer.;você vai lavar você mesmo?
você vai lavar você mesmo?;é claro. não é um trabalho difícil.
é claro. não é um trabalho difícil.;vou te ajudar.
vou te ajudar.;ok, eu vou pegar um balde.
ok, eu vou pegar um balde.;vou lavar o carro primeiro.
vou lavar o carro primeiro.;então podemos esfregar com uma esponja molhada e sabão.
então podemos esfregar com uma esponja molhada e sabão.;depois disso, podemos secá-lo com uma toalha.
depois disso, podemos secá-lo com uma toalha.;então vai ficar como novo
então vai ficar como novo;e você economiza $ 10.
com certeza está ventando hoje.;papel está voando por toda parte.
papel está voando por toda parte.;este vento é perigoso para os motoristas.
este vento é perigoso para os motoristas.;especialmente para motoristas de caminhões grandes.
especialmente para motoristas de caminhões grandes.;o vento sopra esses caminhões.
o vento sopra esses caminhões.;também derruba árvores.
também derruba árvores.;uma árvore caiu no carro do meu pai.
uma árvore caiu no carro do meu pai.;houve muitos danos?
houve muitos danos?;meu pai teve que comprar um carro novo.
meu pai teve que comprar um carro novo.;uau! isso é terrível.
uau! isso é terrível.;nunca estacione seu carro debaixo de uma árvore.
nunca estacione seu carro debaixo de uma árvore.;o vento vai te pegar, ou os pássaros vão te pegar.
quando vamos parar?;vamos parar no próximo mcdonald's.
vamos parar no próximo mcdonald's.;quão longe é isso?
quão longe é isso?;acho que estaremos aí em meia hora.
acho que estaremos aí em meia hora.;espero que sim. Eu tenho que ir ao banheiro.
espero que sim. Eu tenho que ir ao banheiro.;bem, eu sempre posso encostar.
bem, eu sempre posso encostar.;Não, obrigado, vou esperar.
Não, obrigado, vou esperar.;podemos matar dois coelhos com uma cajadada só.
podemos matar dois coelhos com uma cajadada só.;o que você quer dizer?
o que você quer dizer?;enquanto você usa o banheiro, vou pedir comida.
enquanto você usa o banheiro, vou pedir comida.;não peça para mim. eu não estou com fome.
não peça para mim. eu não estou com fome.;eu estou faminto. eu vou pedir para você, e então eu vou comer o seu.
esta é uma luz tão longa.;veja quantos carros estão esperando na fila.
veja quantos carros estão esperando na fila.;eles precisam de uma seta para virar à esquerda.
eles precisam de uma seta para virar à esquerda.;apenas dois carros podem fazer uma curva à esquerda a cada três ou quatro minutos.
apenas dois carros podem fazer uma curva à esquerda a cada três ou quatro minutos.;estaremos aqui para sempre.
estaremos aqui para sempre.;saia dessa pista.
saia dessa pista.;mas precisamos virar à esquerda.
mas precisamos virar à esquerda.;esqueça. Siga em frente.
esqueça. Siga em frente.;então o que?
então o que?;então vamos apenas fazer uma inversão de marcha.
então vamos apenas fazer uma inversão de marcha.;e então podemos virar à direita no semáforo.
e então podemos virar à direita no semáforo.;boa ideia. será muito mais rápido.
eu preciso de um carro barato.;quanto dinheiro você tem?
quanto dinheiro você tem?;$ 1.000.
$ 1.000.;bem, isso deve te dar alguma coisa.
bem, isso deve te dar alguma coisa.;mas eu preciso de algo que seja confiável.
mas eu preciso de algo que seja confiável.;você precisa de um carro com baixa quilometragem.
você precisa de um carro com baixa quilometragem.;um carro que pertencia a uma velhinha.
um carro que pertencia a uma velhinha.;onde você olhou?
onde você olhou?;ainda não procurei em lugar nenhum.
ainda não procurei em lugar nenhum.;por que não?
por que não?;porque eu nunca vou encontrar um por um preço tão baixo.
porque eu nunca vou encontrar um por um preço tão baixo.;você está certo sobre isso. continue economizando seu dinheiro.
boa tarde, oficial.;sua carteira de motorista e registro, por favor.
sua carteira de motorista e registro, por favor.;aqui está.
aqui está.;você sabe por que eu te puxei?
você sabe por que eu te puxei?;Eu não faço ideia. de repente eu ouvi sua sirene.
Eu não faço ideia. de repente eu ouvi sua sirene.;você passou por aquele sinal de pare lá atrás.
você passou por aquele sinal de pare lá atrás.;mas eu parei!
mas eu parei!;não, você não fez. você diminuiu a velocidade, mas não parou completamente.
não, você não fez. você diminuiu a velocidade, mas não parou completamente.;bem, ninguém mais faz, então por que eu deveria?
bem, ninguém mais faz, então por que eu deveria?;essa não é a atitude de um bom motorista.
essa não é a atitude de um bom motorista.;mas eu sou um bom motorista. Eu nunca tive um bilhete na minha vida.
mas eu sou um bom motorista. Eu nunca tive um bilhete na minha vida.;bem, você tem um agora. aqui. tenha um bom dia.
$ 140. eu não posso acreditar.;do que você está falando?
do que você está falando?;Eu tenho um bilhete para o centro por US $ 140.
Eu tenho um bilhete para o centro por US $ 140.;você estava em alta velocidade?
você estava em alta velocidade?;não, eu estava atravessando a rua.
não, eu estava atravessando a rua.;você estava andando na rua?
você estava andando na rua?;não, eu estava na faixa de pedestres.
não, eu estava na faixa de pedestres.;então por que você conseguiu um bilhete?
então por que você conseguiu um bilhete?;o oficial disse que a mão vermelha estava piscando.
o oficial disse que a mão vermelha estava piscando.;estava piscando quando você entrou na faixa de pedestres?
estava piscando quando você entrou na faixa de pedestres?;não, a placa de caminhada branca estava piscando.
não, a placa de caminhada branca estava piscando.;você deve lutar contra esse bilhete. eu serei sua testemunha.
eles estavam em uma faixa de pedestres perto da escola às 3 da manhã;quem?
quem?;dois alunos da usc.
dois alunos da usc.;o que aconteceu?
o que aconteceu?;um carro em alta velocidade passou um sinal vermelho, matando a menina.
um carro em alta velocidade passou um sinal vermelho, matando a menina.;o que aconteceu com o outro aluno?
o que aconteceu com o outro aluno?;ele caiu no capô do carro.
ele caiu no capô do carro.;ele saiu do capô?
ele saiu do capô?;não, o carro parou e o passageiro empurrou o estudante ferido para fora do capô.
não, o carro parou e o passageiro empurrou o estudante ferido para fora do capô.;Aposto que o carro continuou seu caminho.
Aposto que o carro continuou seu caminho.;claro que sim. por que parar depois de atropelar duas pessoas?
claro que sim. por que parar depois de atropelar duas pessoas?;Espero que eles os encontrem e os coloquem na cadeia pelo resto da vida.
O que aconteceu com seu carro?;Eu tenho um amassado no estacionamento.
Eu tenho um amassado no estacionamento.;Como você conseguiu isso?
Como você conseguiu isso?;Eu não sei. talvez fosse de um carrinho de compras.
Eu não sei. talvez fosse de um carrinho de compras.;esses carrinhos de compras são perigosos.
esses carrinhos de compras são perigosos.;especialmente os metálicos.
especialmente os metálicos.;eu não estaciono em uma loja que usa carrinhos de compras de metal.
eu não estaciono em uma loja que usa carrinhos de compras de metal.;é uma boa ideia, mas houve uma boa promoção nesta loja.
é uma boa ideia, mas houve uma boa promoção nesta loja.;você economizou algum dinheiro na venda?
você economizou algum dinheiro na venda?;sim eu fiz. eu economizei cerca de US $ 50.
sim eu fiz. eu economizei cerca de US $ 50.;isso é ótimo.
isso é ótimo.;sim, exceto que este amassado vai custar cerca de US $ 150.
"você viu ""titanic""?";sim. é um grande filme.
sim. é um grande filme.;eu vi doze vezes.
eu vi doze vezes.;eu vi oito vezes.
eu vi oito vezes.;eu tenho o dvd.
eu tenho o dvd.;eu também.
eu também.;vamos para sua casa.
vamos para sua casa.;podemos assistir meu dvd.
podemos assistir meu dvd.;e então podemos ir para minha casa.
e então podemos ir para minha casa.;e assista seu dvd.
e assista seu dvd.;eu sempre choro no final.
eu sempre choro no final.;eu também. é tão triste.
vamos jogar cartas.;Eu não conheço nenhum jogo de cartas.
Eu não conheço nenhum jogo de cartas.;eu vou te ensinar um.
eu vou te ensinar um.;OK. o que você vai me ensinar?
OK. o que você vai me ensinar?;chama-se pôquer.
chama-se pôquer.;é fácil de aprender?
é fácil de aprender?;sim, levará apenas cerca de 30 minutos.
sim, levará apenas cerca de 30 minutos.;OK. me ensina a jogar.
OK. me ensina a jogar.;cada um de nós recebe cinco cartas.
cada um de nós recebe cinco cartas.;Veja. eu tenho quatro dezenas.
Veja. eu tenho quatro dezenas.;isso é ótimo, mas você não deveria me dizer.
isso é ótimo, mas você não deveria me dizer.;oh. desculpe. ok, eu não tenho quatro dezenas.
sou um bom jogador de cartas.;por que é que?
por que é que?;porque eu assisto os outros jogadores.
porque eu assisto os outros jogadores.;o que você quer dizer?
o que você quer dizer?;as pessoas vão dizer-lhe se eles têm uma boa mão.
as pessoas vão dizer-lhe se eles têm uma boa mão.;como eles fizeram isso?
como eles fizeram isso?;por exemplo, um amigo meu lambe os lábios.
por exemplo, um amigo meu lambe os lábios.;quando ele lambe os lábios, você sabe que ele tem uma boa mão?
quando ele lambe os lábios, você sabe que ele tem uma boa mão?;Eu sei que ele tem uma boa mão, então não aposto.
Eu sei que ele tem uma boa mão, então não aposto.;ele nunca ganha o seu dinheiro?
ele nunca ganha o seu dinheiro?;não, e isso o deixa louco.
não, e isso o deixa louco.;ele sabe que você não pode ler sua mente. talvez ele pense que você está trapaceando.
abaixe o rádio, por favor.;mas estou ouvindo.
mas estou ouvindo.;bem, escute-o mais calmamente.
bem, escute-o mais calmamente.;mal posso esperar até crescer.
mal posso esperar até crescer.;o que você vai fazer?
o que você vai fazer?;eu vou tocar o rádio tão alto quanto eu quero.
eu vou tocar o rádio tão alto quanto eu quero.;está tudo bem comigo.
está tudo bem comigo.;eu terei um rádio em cada cômodo da minha casa.
eu terei um rádio em cada cômodo da minha casa.;lembre-me de nunca visitá-lo.
lembre-me de nunca visitá-lo.;todos os rádios estarão no volume extra alto.
todos os rádios estarão no volume extra alto.;seus vizinhos vão te odiar.
seus vizinhos vão te odiar.;se não gostarem, podem mover-se.
espero ganhar na loteria.;suas chances são muito pequenas.
suas chances são muito pequenas.;mas você não pode ganhar se não jogar.
mas você não pode ganhar se não jogar.;ha! você não pode ganhar se você jogar.
ha! você não pode ganhar se você jogar.;alguém tem que ganhar.
alguém tem que ganhar.;é o que todos dizem.
é o que todos dizem.;também pode ser eu.
também pode ser eu.;é o que todos dizem.
é o que todos dizem.;você está tentando me dizer algo.
você está tentando me dizer algo.;isso não demorou muito.
isso não demorou muito.;você acha que eu deveria parar de jogar.
você acha que eu deveria parar de jogar.;economize seu dinheiro para a escola.
O que há na TV?;nada de mais.
nada de mais.;e o jogo de beisebol?
e o jogo de beisebol?;choveu.
choveu.;choveu?
choveu?;sim, choveu.
sim, choveu.;como poderia ser?
como poderia ser?;bem, você não pode jogar beisebol em uma tempestade.
bem, você não pode jogar beisebol em uma tempestade.;eu pensei que eles estavam jogando sob uma cúpula.
eu pensei que eles estavam jogando sob uma cúpula.;a cúpula não fecha.
a cúpula não fecha.;por que não fecha?
por que não fecha?;quem sabe? eles disseram que vão consertar isso antes da próxima temporada.
posso experimentar o seu café?;claro. aqui está.
claro. aqui está.;hum, isso não é ruim.
hum, isso não é ruim.;não há nada nele.
não há nada nele.;o que você quer dizer?
o que você quer dizer?;quero dizer, é apenas café.
quero dizer, é apenas café.;eu percebi isso.
eu percebi isso.;não é muito amargo para você?
não é muito amargo para você?;é um pouco amargo, mas tudo bem.
é um pouco amargo, mas tudo bem.;não há açúcar ou creme nele.
não há açúcar ou creme nele.;não, é um gosto que você tem que se acostumar.
não, é um gosto que você tem que se acostumar.;tipo cerveja.
vamos dar uma volta.;como está o tempo?
como está o tempo?;deixe-me sair e ver.
deixe-me sair e ver.;é um pouco frio, certo?
é um pouco frio, certo?;Sim, ele é.
Sim, ele é.;vou colocar meu boné.
vou colocar meu boné.;use uma jaqueta também.
use uma jaqueta também.;eu me pergunto se eu deveria trazer minhas luvas.
eu me pergunto se eu deveria trazer minhas luvas.;talvez você devesse, apenas no caso de ficar mais frio.
talvez você devesse, apenas no caso de ficar mais frio.;vou colocar uma luva em cada bolso.
vou colocar uma luva em cada bolso.;vamos ficar mais quentes enquanto caminhamos.
vamos ficar mais quentes enquanto caminhamos.;sim, mas fica mais frio à medida que o sol se põe.
olha a perseguição de carro na tv!;esse motorista é louco.
esse motorista é louco.;eu não posso acreditar que ele não caiu.
eu não posso acreditar que ele não caiu.;quão rápido ele está indo?
quão rápido ele está indo?;eles dizem que ele está indo a 80 milhas por hora.
eles dizem que ele está indo a 80 milhas por hora.;ele vai matar alguém.
ele vai matar alguém.;olhar! ele acabou de bater naquele carro.
olhar! ele acabou de bater naquele carro.;ó meu Deus. ninguém está seguro nas ruas.
ó meu Deus. ninguém está seguro nas ruas.;agora ele está desacelerando.
agora ele está desacelerando.;talvez ele tenha ficado sem gasolina.
talvez ele tenha ficado sem gasolina.;olhar! ele acabou de sair do carro e começou a correr.
olhar! ele acabou de sair do carro e começou a correr.;espero que a policia o pegue.
As notícias da TV são tão estúpidas.;eles nem deveriam chamar isso de notícia.
eles nem deveriam chamar isso de notícia.;ontem à noite eles nos falaram sobre um gato em um sofá.
ontem à noite eles nos falaram sobre um gato em um sofá.;ontem eles nos falaram sobre um cachorro em um cachimbo.
ontem eles nos falaram sobre um cachorro em um cachimbo.;na semana passada eles nos falaram sobre um urso em um quintal.
na semana passada eles nos falaram sobre um urso em um quintal.;no mês passado eles nos falaram sobre um rato em um restaurante.
no mês passado eles nos falaram sobre um rato em um restaurante.;o meteorologista nos diz a temperatura em cada cidade.
o meteorologista nos diz a temperatura em cada cidade.;o cara do esporte nos mostra jogadores lutando.
o cara do esporte nos mostra jogadores lutando.;"eles sempre nos dizem ""o que vem a seguir""."
"eles sempre nos dizem ""o que vem a seguir"".";"eles sempre fazem ""o que vem a seguir"" parecer excitante, mas nunca é."
"eles sempre fazem ""o que vem a seguir"" parecer excitante, mas nunca é.";é mais como uma notícia para as crianças.
é mais como uma notícia para as crianças.;eles deveriam ter repórteres infantis.
eu amo meu computador.;computadores são tão legais.
computadores são tão legais.;eu amo ficar online.
eu amo ficar online.;a internet é incrível.
a internet é incrível.;você pode viajar por todo o mundo.
você pode viajar por todo o mundo.;eu sei. eu fui para a China ontem.
eu sei. eu fui para a China ontem.;o que você fez?
o que você fez?;eu estava na grande muralha e olhei ao redor.
eu estava na grande muralha e olhei ao redor.;como era?
como era?;era como a coisa real.
era como a coisa real.;era como estar lá?
era como estar lá?;sim, eu senti como se estivesse realmente lá.
os beatles são os melhores;eles são o melhor grupo musical de todos os tempos.
eles são o melhor grupo musical de todos os tempos.;eu amo todas as músicas deles.
eu amo todas as músicas deles.;não sei qual eu gosto mais.
não sei qual eu gosto mais.;eu gosto dos que eu posso cantar junto.
eu gosto dos que eu posso cantar junto.;"eu também, como ""ela te ama""."
"eu também, como ""ela te ama"".";ela te ama Yeah Yeah Yeah!...
ela te ama Yeah Yeah Yeah!...;… e você sabe que deveria estar feliz!
… e você sabe que deveria estar feliz!;que grande canção.
que grande canção.;"que tal ""deixe estar?"""
"que tal ""deixe estar?""";"Ai sim! ""deixe estar, deixe estar..."""
"Ai sim! ""deixe estar, deixe estar...""";... haverá uma resposta, que seja!
vamos a um filme.;eu prefiro que nao.
eu prefiro que nao.;por que não?
por que não?;você sabe que eu não gosto de multidões.
você sabe que eu não gosto de multidões.;vamos a um filme mais cedo.
vamos a um filme mais cedo.;ok, isso não será muito lotado.
ok, isso não será muito lotado.;O que você gostaria de ver?
O que você gostaria de ver?;ah, eu não me importo. você é quem quer sair.
ah, eu não me importo. você é quem quer sair.;"Bem, eu quero ver ""a busca da felicidade""."
"Bem, eu quero ver ""a busca da felicidade"".";o que você já ouviu falar sobre isso?
o que você já ouviu falar sobre isso?;é baseado em uma história real sobre um homem divorciado e seu filho pequeno.
é baseado em uma história real sobre um homem divorciado e seu filho pequeno.;Bem, espero que tenha um final feliz.
qual é a sua coisa favorita a fazer?;eu gosto de observar as pessoas.
eu gosto de observar as pessoas.;essa é a sua coisa favorita a fazer?
essa é a sua coisa favorita a fazer?;bem, é um deles.
bem, é um deles.;onde você vai para ver as pessoas?
onde você vai para ver as pessoas?;minha namorada e eu sentamos do lado de fora do Starbucks.
minha namorada e eu sentamos do lado de fora do Starbucks.;isso soa como um bom local.
isso soa como um bom local.;vemos as pessoas passarem com seus cachorros.
vemos as pessoas passarem com seus cachorros.;eu acho que você vê muitos cães diferentes.
eu acho que você vê muitos cães diferentes.;nem sabemos de que tipo são a maioria deles.
nem sabemos de que tipo são a maioria deles.;existem muitos tipos diferentes, mas todos eles têm uma coisa em comum.
existem muitos tipos diferentes, mas todos eles têm uma coisa em comum.;sim, eles adoram cheirar um ao outro quando se encontram.
eles o chamam de nota de dólar do pai.;sim, ele estava no noticiário da TV hoje.
sim, ele estava no noticiário da TV hoje.;todo domingo de páscoa ele dá dinheiro.
todo domingo de páscoa ele dá dinheiro.;é o dinheiro dele?
é o dinheiro dele?;não. estrelas de cinema lhe dão dinheiro para dar aos sem-teto.
não. estrelas de cinema lhe dão dinheiro para dar aos sem-teto.;quanto dinheiro ele dá?
quanto dinheiro ele dá?;este ano ele doou $ 15.000.
este ano ele doou $ 15.000.;isto é muito dinheiro.
isto é muito dinheiro.;ele deu US$ 100 para pessoas em cadeiras de rodas.
ele deu US$ 100 para pessoas em cadeiras de rodas.;e os outros sem-teto?
e os outros sem-teto?;eles receberam $ 1 cada.
eles receberam $ 1 cada.;as pessoas ficaram na fila só para ganhar um dólar?!
filmes antigos são os melhores.;mesmo que sejam em preto e branco.
mesmo que sejam em preto e branco.;uma boa história é mais importante do que a cor.
uma boa história é mais importante do que a cor.;atores não xingavam naquela época.
atores não xingavam naquela época.;e não houve violência.
e não houve violência.;as pessoas hoje não gostam disso.
as pessoas hoje não gostam disso.;não, hoje as pessoas gostam de muita ação.
não, hoje as pessoas gostam de muita ação.;eu gosto de uma boa história.
eu gosto de uma boa história.;eu gosto de ver atores que são como pessoas reais.
eu gosto de ver atores que são como pessoas reais.;como pessoas reais com problemas reais.
como pessoas reais com problemas reais.;eles ainda fazem filmes assim.
eles ainda fazem filmes assim.;sim, mas eles nunca ganham muito dinheiro.
você recebe pbs na tv?;sim, todo mundo recebe o sistema público de transmissão.
sim, todo mundo recebe o sistema público de transmissão.;me faz dormir.
me faz dormir.;conte-me sobre isso.
conte-me sobre isso.;um show de jardinagem segue um show de tricô.
um show de jardinagem segue um show de tricô.;um programa de culinária segue um programa de costura.
um programa de culinária segue um programa de costura.;um show de viagens segue outro show de viagens.
um show de viagens segue outro show de viagens.;Eu direi! já dei a volta ao mundo uma dúzia de vezes!
Eu direi! já dei a volta ao mundo uma dúzia de vezes!;agora eles estão adicionando programas de TV antigos aos filmes antigos.
agora eles estão adicionando programas de TV antigos aos filmes antigos.;eu com certeza gostaria de ver algo interessante para uma mudança.
eu com certeza gostaria de ver algo interessante para uma mudança.;se mais pessoas doarem dinheiro, a PB poderá oferecer novos shows.
se mais pessoas doarem dinheiro, a PB poderá oferecer novos shows.;quem quer doar? a tv pública deveria ser gratuita.
"eu adoro assistir ""juiz judy"".";isso é um programa de tv?
isso é um programa de tv?;sim. é todas as tardes.
sim. é todas as tardes.;o que há de tão bom nisso?
o que há de tão bom nisso?;eles têm processos interessantes.
eles têm processos interessantes.;tal como?
tal como?;ontem, uma mulher reclamou de um celular que comprou no ebay.
ontem, uma mulher reclamou de um celular que comprou no ebay.;havia algo errado com o telefone?
havia algo errado com o telefone?;funciona apenas no Canadá.
funciona apenas no Canadá.;o vendedor sabia disso?
o vendedor sabia disso?;sim, e ele não disse ao comprador.
sim, e ele não disse ao comprador.;Espero que a juíza judy tenha feito o vendedor pegar o telefone de volta.
essa mulher é uma cantora muito boa.;sim, mas ela parece um homem.
sim, mas ela parece um homem.;Que diferença faz?
Que diferença faz?;cantoras devem ser bonitas.
cantoras devem ser bonitas.;cantores devem soar bem.
cantores devem soar bem.;eles devem ficar bem também.
eles devem ficar bem também.;há muitos cantores homens feios.
há muitos cantores homens feios.;homens cantores não precisam ter uma boa aparência.
homens cantores não precisam ter uma boa aparência.;então nem as cantoras.
então nem as cantoras.;Bem, eu nunca compraria o cd dela.
Bem, eu nunca compraria o cd dela.;mas você compraria o cd dela se ela fosse bonita?
mas você compraria o cd dela se ela fosse bonita?;sim. eu compraria todos os cds dela.
todas as estações de TV vão se tornar digitais.;sim, isso ocorrerá no próximo mês.
sim, isso ocorrerá no próximo mês.;a maioria já está transmitindo em digital.
a maioria já está transmitindo em digital.;o sinal digital é muito claro.
o sinal digital é muito claro.;ah, não, não é!
ah, não, não é!;o que você quer dizer?
o que você quer dizer?;Não consigo um único canal.
Não consigo um único canal.;vc tem tv digital?
vc tem tv digital?;é claro. mas não tenho cabo
é claro. mas não tenho cabo;você não precisa ter cabo, mas precisa de uma boa antena.
você não precisa ter cabo, mas precisa de uma boa antena.;mas eu tenho orelhas de coelho.
mas eu tenho orelhas de coelho.;orelhas de coelho não são fortes o suficiente. compre uma antena digital.
eu tenho um encontro para você.;oh sério?
oh sério?;você está interessado?
você está interessado?;pode ser. como ela é?
pode ser. como ela é?;ela tem uma grande personalidade.
ela tem uma grande personalidade.;uh-oh. isso significa que ela é gorda e feia.
uh-oh. isso significa que ela é gorda e feia.;ela é bonita.
ela é bonita.;"ok, então ela não é feia; ela é apenas gorda."
"ok, então ela não é feia; ela é apenas gorda.";ela pesa 98 quilos.
ela pesa 98 quilos.;ok, ela não é gorda. então qual é o problema com ela?
ok, ela não é gorda. então qual é o problema com ela?;quem disse que tem problema com ela?
quem disse que tem problema com ela?;o problema é que ela não tem problemas — ela é boa demais para mim!
eu acho você muito bonita.;obrigada.
obrigada.;você jantaria comigo?
você jantaria comigo?;Eu gostaria de.
Eu gostaria de.;posso buscá-lo na sexta à noite?
posso buscá-lo na sexta à noite?;que horas?
que horas?;oito horas.
oito horas.;isso parece ótimo.
isso parece ótimo.;vamos a um restaurante francês.
vamos a um restaurante francês.;Eu nunca fui a um restaurante francês.
Eu nunca fui a um restaurante francês.;eu acho que você vai adorar a comida.
eu acho que você vai adorar a comida.;não vou comer caracóis!
Você tem olhos lindos.;obrigada. você também.
obrigada. você também.;eu queria que meus olhos fossem azuis.
eu queria que meus olhos fossem azuis.;qual é o problema com os olhos verdes?
qual é o problema com os olhos verdes?;nada, exceto que minha cor favorita é azul.
nada, exceto que minha cor favorita é azul.;talvez em sua próxima vida você tenha olhos azuis.
talvez em sua próxima vida você tenha olhos azuis.;mas e se eu for um peixe na minha próxima vida?
mas e se eu for um peixe na minha próxima vida?;eu acho que alguns peixes têm olhos azuis.
eu acho que alguns peixes têm olhos azuis.;Espero não voltar como um peixe.
Espero não voltar como um peixe.;espero voltar como um gato.
espero voltar como um gato.;gatos têm olhos bonitos.
gatos têm olhos bonitos.;eu adoraria ter olhos de gato azuis.
eu te amo.;eu também te amo.
eu também te amo.;Eu te amei no primeiro dia que te vi.
Eu te amei no primeiro dia que te vi.;foi amor à primeira vista?
foi amor à primeira vista?;sim, foi amor a primeira vista.
sim, foi amor a primeira vista.;eu não te amei no começo.
eu não te amei no começo.;eu sei. Eu tive que persegui-lo por um tempo.
eu sei. Eu tive que persegui-lo por um tempo.;sim, você me perseguiu e então você me pegou.
sim, você me perseguiu e então você me pegou.;agora você é meu para sempre.
agora você é meu para sempre.;e você é meu para sempre.
e você é meu para sempre.;envelheceremos juntos.
envelheceremos juntos.;e sermos felizes juntos.
estou apaixonado por aquela garota.;você disse a ela?
você disse a ela?;claro que não.
claro que não.;por que não?
por que não?;ela iria rir de mim.
ela iria rir de mim.;Como você sabe?
Como você sabe?;porque sempre o fazem.
porque sempre o fazem.;talvez ela seja diferente.
talvez ela seja diferente.;são todos iguais.
são todos iguais.;basta convidá-la para jantar.
basta convidá-la para jantar.;e depois?
e depois?;e então ela saberá que você gosta dela.
Me dê um abraço.;Eu não estou no clima.
Eu não estou no clima.;qual é o problema?
qual é o problema?;eu vi você olhando para aquela mulher.
eu vi você olhando para aquela mulher.;que mulher?
que mulher?;você sabe, aquela mulher com os peitos grandes.
você sabe, aquela mulher com os peitos grandes.;eu não estava olhando para ela.
eu não estava olhando para ela.;você também era.
você também era.;não estou interessado nela.
não estou interessado nela.;então por que você estava olhando para ela?
então por que você estava olhando para ela?;eu estava olhando para outra coisa.
eu estava olhando para outra coisa.;oh sério? então passe a noite olhando para o sofá.
você gostaria de ir em um encontro às cegas?;você deve estar brincando.
você deve estar brincando.;Não, é sério.
Não, é sério.;eu não quero namorar uma mulher cega.
eu não quero namorar uma mulher cega.;um encontro às cegas não significa que ela é cega!
um encontro às cegas não significa que ela é cega!;O que isso significa?
O que isso significa?;um encontro às cegas é um encontro com alguém que você não conhece.
um encontro às cegas é um encontro com alguém que você não conhece.;Por que eu namoraria alguém que eu nem conheço?
Por que eu namoraria alguém que eu nem conheço?;tentar algo novo e excitante.
tentar algo novo e excitante.;e se eu não gostar dela?
e se eu não gostar dela?;então você não sai com ela de novo.
eu tenho um encontro amanhã à noite.;Sério? com quem?
Sério? com quem?;uma garota que conheci no mercado.
uma garota que conheci no mercado.;conheceu uma garota no supermercado?
conheceu uma garota no supermercado?;ela estava atrás de mim em uma fila muito lenta no caixa.
ela estava atrás de mim em uma fila muito lenta no caixa.;o que você disse a ela?
o que você disse a ela?;eu tinha dois abacaxis no meu carrinho, e ela perguntou onde eu os tinha encontrado.
eu tinha dois abacaxis no meu carrinho, e ela perguntou onde eu os tinha encontrado.;ela perguntou sobre seus abacaxis?
ela perguntou sobre seus abacaxis?;eu disse a ela que tinha pego os dois últimos na prateleira, mas ofereci a ela um dos meus.
eu disse a ela que tinha pego os dois últimos na prateleira, mas ofereci a ela um dos meus.;Muito gentil da sua parte.
Muito gentil da sua parte.;ela me perguntou como ela poderia retribuir o favor, então eu a convidei para sair.
ela me perguntou como ela poderia retribuir o favor, então eu a convidei para sair.;às vezes uma linha lenta pode ser uma coisa boa.
você teve um encontro sexta à noite?;sim, na verdade, eu fiz.
sim, na verdade, eu fiz.;com quem você saiu?
com quem você saiu?;um homem que conheci em um café.
um homem que conheci em um café.;onde você foi?
onde você foi?;fomos a um bom restaurante.
fomos a um bom restaurante.;em qualquer outro lugar?
em qualquer outro lugar?;depois fomos a um clube de jazz.
depois fomos a um clube de jazz.;isso soa como um bom encontro.
isso soa como um bom encontro.;sim, foi agradável.
sim, foi agradável.;mas você não vai sair com ele de novo?
mas você não vai sair com ele de novo?;não. ele era legal, mas não havia química.
eu tive o pior encontro na outra noite.;o que aconteceu?
o que aconteceu?;primeiro de tudo, ele estava meia hora atrasado.
primeiro de tudo, ele estava meia hora atrasado.;isso não é um bom começo.
isso não é um bom começo.;então ele não se incomodou em se desculpar.
então ele não se incomodou em se desculpar.;isso é rude.
isso é rude.;então ele dirigiu rápido demais para o restaurante.
então ele dirigiu rápido demais para o restaurante.;Isso é perigoso.
Isso é perigoso.;pensei em sair e pegar um táxi para casa.
pensei em sair e pegar um táxi para casa.;o que aconteceu no restaurante?
o que aconteceu no restaurante?;nós tivemos uma refeição de $40, e ele deixou uma gorjeta de $1!
nós tivemos uma refeição de $40, e ele deixou uma gorjeta de $1!;eu acho que você não pode voltar a esse restaurante.
eu não gosto daquele homem.;por que não?
por que não?;ele é um velho sujo.
ele é um velho sujo.;o que você quer dizer?
o que você quer dizer?;ele tem idade suficiente para ser meu pai, mas ele me convidou para sair.
ele tem idade suficiente para ser meu pai, mas ele me convidou para sair.;bem, você não pode culpar um homem por perguntar.
bem, você não pode culpar um homem por perguntar.;ele deveria agir de acordo com sua idade.
ele deveria agir de acordo com sua idade.;mas muitos idosos ainda estão interessados ​​em namorar.
mas muitos idosos ainda estão interessados ​​em namorar.;eles devem encontrar um bom hobby.
eles devem encontrar um bom hobby.;espere até os 50 anos.
espere até os 50 anos.;namoro será a última coisa da minha mente.
namoro será a última coisa da minha mente.;é o que você diz agora. espere até os 50.
sua namorada te deixa com raiva?;as vezes.
as vezes.;o que ela faz?
o que ela faz?;Ainda ontem, eu disse a ela que não a trocaria por todo o dinheiro do mundo.
Ainda ontem, eu disse a ela que não a trocaria por todo o dinheiro do mundo.;isso foi uma coisa legal de se dizer.
isso foi uma coisa legal de se dizer.;Isso foi o que eu pensei.
Isso foi o que eu pensei.;o que ela disse?
